index,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,maxAge,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn
SYF,,3.06,,0.44865,,,,5.72,,547259008,-,,,24.125,14843536,0.0271,,1609372800,0.98319,4104000000,7.069,,,1.7651813,0.00409,1672444800,,1632960000,2.6,2021-11-30,543045281,1.670552,28276355072,2,,-,,,,,2.645,,1640908800,0.17,,7.44493,1,,0.0308,14455693,,,
SNPS,,12.666,,0.18018,57.772,,,9.02,,153438000,-,,,34.595,1223454,0.008,,1635638400,0.90128,757516032,4.81,,,9.063375,0.00662,1698710400,,1635638400,1.52,2021-11-15,152457865,1.125714,53251981312,2,,2003-09-24,2:1,,,,0.02,,1639526400,3.15,,34.76136,1,,0.009,1541583,,,
SYY,,0.917,,0.01224,20.047,,,4.21,,512656000,-,,,3.266,8410037,0.0164,,1625270400,0.82875,685321984,1.332,,,24.500917,0.001,1688342400,,1633132800,2.93,2021-11-15,511789954,1.343896,51354906624,2,,2000-12-18,2:1,,,,0.743,,1639526400,0.44,,19.007126,1,,0.0164,7926195,,,
TMUS,,3.089,,0.042069998,9.178,,,3.24,,1249049984,-,,,54.784,13435425,0.0108,,1609372800,0.41862,3352000000,2.66,,,2.0075204,0.52604,1672444800,,1632960000,2.59,2021-11-15,651731150,0.521558,246091038720,2,,2013-05-01,1:2,,,,-0.449,,1639526400,1.15,,33.944447,1,,0.0194,11914319,,,
TROW,,5.598,,0.41994998,10.964,,,13.35,,229198000,-,,,36.523,9814844,0.0437,,1609372800,0.74553,3042899968,13.27,,,4.291816,0.0094800005,1672444800,,1632960000,9.37,2021-11-15,222238624,1.216103,41663680512,2,,2006-06-26,2:1,,,,0.208,,1639526400,1.26,,11.741572,1,,0.044099998,8909038,,,
TTWO,,5.287,,0.16715,21.037,,,6.7,,115300000,-,,,31.767,2035186,0.0177,,1617148800,0.88781,563612992,4.836,,,5.2142158,0.010629999,1680220800,,1632960000,1.66,2021-11-15,103150675,0.613506,17826043904,2,,2005-04-12,3:2,,,,-0.896,,1639526400,2.78,,24.72239,1,,0.0199,1798008,,,
TPR,,2.161,,0.13698,9.399,,,3.93,,275143008,-,,,11.455,4434579,0.0161,,1625270400,0.90986,829400000,2.922,,,3.4072456,0.0020299999,1688342400,,1633132800,1.18,2021-11-15,274185161,1.493157,13082188800,2,,2005-04-05,2:1,,,,-0.021,,1639526400,1.35,,9.931297,1,,0.020499999,5120033,,,
TGT,,1.18,,0.06562,10.92,,,13.38,,479124000,-,,,28.702,10482657,0.0219,,1611964800,0.81656,6782000128,13.587,,,7.5513906,0.00182,1675036800,,1635552000,2.35,2021-11-15,477782371,1.023896,121930448896,2,,2000-07-20,2:1,,,,0.467,,1639526400,1.19,,16.198805,1,,0.0219,8277566,,,
TEL,,3.826,,0.15151,16.421,,,7.91,,326312992,-,,,32.516,3351274,0.010299999,,1632441600,0.94346,2255000064,6.788,,,4.568059,0.00202,1695513600,,1632441600,2.27,2021-11-15,325575887,1.335064,57094811648,2,,-,,,,,2.452,,1639526400,1.6,,18.77813,1,,0.0115,4163763,,,
TDY,,5.807,,0.10267,24.132,,,17.77,,46655200,-,,,158.971,469204,0.0101,,1609632000,0.89699996,415600000,9.939,,,2.667342,0.013040001,1672704000,,1633219200,2.13,2021-11-30,46009468,1.115053,23507075072,2,,-,,,,,0.428,,1640908800,1.12,,23.862127,1,,0.0127,479457,,,
TFX,,6.285,,0.1571,21.924,,,14.24,,46845000,-,,,78.086,792808,0.016900001,,1609372800,0.94081,434256992,9.144,,,3.954358,0.00239,1672444800,,1632614400,1.77,2021-11-15,46717063,1.102337,17339766784,2,,1997-06-17,2:1,,,,0.708,,1639526400,2.29,,21.683989,1,,0.0249,667768,,,
TER,,6.412,,0.27591,17.958,,,6.45,,163004000,-,,,15.498,5576891,0.0342,,1609372800,0.98419,986881024,5.309,,,7.5361333,0.0027,1672444800,,1633219200,3.7,2021-11-30,162619650,1.382159,22934605824,2,,1999-09-01,2:1,,,,0.153,,1640908800,1.69,,18.107752,1,,0.038900003,3591389,,,
TSLA,,24.547,,0.07403,158.249,,,8.76,,1004259968,-,,,26.945,25817321,0.0257,,1609372800,0.42402,3468000000,3.062,,,33.646317,0.19959,1672444800,,1632960000,1.06,2021-11-15,809166319,2.037922,1149996892160,2,,2020-08-31,5:1,,,,3.888,,1639526400,2.52,,103.49315,1,,0.031600002,25702669,,,
TXN,,9.903,,0.41614,19.332,,,8.23,,923526016,-,,,13.159,19292212,0.0209,,1609372800,0.85532,7288000000,7.788,,,14.200167,0.002,1672444800,,1632960000,3.89,2021-11-15,921900641,0.932467,174165770240,2,,2000-05-23,2:1,,,,0.439,,1639526400,2.41,,22.70474,1,,0.0209,14638360,,,
TXT,,1.418,,0.060890004,12.972,,,3.55,,220424992,-,,,27.313,3985906,0.018099999,,1609545600,0.86692,776000000,3.4,,,2.5497017,0.00479,1672617600,,1633132800,3.5,2021-11-30,219279006,1.745058,18043369472,2,,2007-08-27,2:1,,,,0.609,,1640908800,1.07,,19.616901,1,,0.0248,4325271,,,
TMO,,6.057,,0.21927999,17.809,,,21.73,,394048000,-,,,98.237,2515545,0.0064,,1609372800,0.89832,8565000192,21.544,,,6.1371374,0.00207,1672444800,,1633132800,1.93,2021-11-30,393208765,0.74303,236576882688,2,,1996-06-06,3:2,,,,-0.016,,1640908800,2.23,,27.744776,1,,0.0064,2794456,,,
TJX,,2.137,,0.05846,20.727,,,3.35,,1192880000,-,,,5.396,11021317,0.0092,,1611964800,0.91899,2668133888,2.167,,,13.3043,0.00067000004,1675036800,,1635552000,1.42,2021-11-15,1190480708,0.945454,97547403264,2,,2018-11-07,2:1,,,,0.18,,1639526400,0.19,,21.429852,1,,0.0093,7201176,,,
TSCO,,2.236,,0.07418,17.039,,,8.7,,113815000,-,,,17.734,2760073,0.024300002,,1608940800,0.8776,911668992,7.821,,,12.448404,0.00632,1672012800,,1632528000,4.22,2021-11-30,113216257,0.907754,27476056064,2,,2013-09-27,2:1,,,,0.177,,1640908800,2.39,,25.374712,1,,0.0274,2434184,,,
TT,,3.524,,0.09823,21.68,,,6.98,,237540000,-,,,27.264,1730978,0.0073,,1609372800,0.85100996,1363900032,5.562,,,6.0781617,0.00427,1672444800,,1632960000,1.27,2021-11-15,236456995,1.222857,48435232768,2,,2020-03-02,1289:1000,,,,0.013,,1639526400,1.44,,23.741404,1,,0.0073,1616853,,,
TDG,,10.404,,0.14172,24.603,,,21.12,,55248900,-,,,-52.821,824392,0.0149,,1632960000,0.98019,607000000,10.394,,,,0.00918,1696032000,,1632960000,2.89,2021-11-30,54833982,1.589964,49920483328,2,,-,,,,,1.549,,1640908800,1.56,,29.658617,1,,0.0202,2565355,,,
TRV,,1.194,,0.106400006,7.249,,,12.55,,246008992,-,,,115.748,4099101,0.0167,,1609372800,0.84699994,3612000000,14.281,,,1.4823582,0.00278,1672444800,,1632960000,2.65,2021-11-15,245142736,0.775584,40833380352,2,,1998-05-12,2:1,,,,-0.2,,1639526400,1.48,,13.671713,1,,0.0167,4088386,,,
TRMB,,5.372,,0.15653,24.784,,,2.96,,251008000,-,,,15.465,2106310,0.0084,,1609459200,0.94629997,557699968,2.197,,,4.7177496,0.00416,1672531200,,1633046400,1.77,2021-11-30,249984275,1.535225,19140327424,2,,2013-03-21,2:1,,,,0.464,,1640908800,3.22,,24.648647,1,,0.0107,2752918,,,
TFC,,4.804,,0.26914,,,,4.86,,1334889984,-,,,46.616,11858974,0.0089,,1609372800,0.74555,5736999936,4.238,,,1.3789257,0.00281,1672444800,,1632960000,2.43,2021-11-30,1330499733,1.268626,110084710400,2,,1998-08-04,2:1,,,,0.497,,1640908800,2.5,,13.2263365,1,,0.0089,12328448,,,
TWTR,,6.385,,-0.03771,39.49,,,0.96,,799609984,-,,,8.987,22877172,0.0286,,1609372800,0.80192,-180987008,-0.228,,,4.08312,0.02574,1672444800,,1632960000,1.01,2021-11-15,777427543,0.705454,30641750016,2,,-,,,,,,,1639526400,2.91,,38.223957,1,,0.0328,23522246,,,
TYL,,15.616,,0.111490004,78.974,,,8.15,,40976300,-,,,53.742,533198,0.012999999,,1609372800,0.92326,160770000,3.825,,,8.707715,0.0124,1672444800,,1632960000,3.13,2021-11-15,40482564,0.690909,22519220224,2,,1990-05-15,3:1,,,,0.124,,1639526400,7.46,,57.419636,1,,0.0278,584327,,,
TSN,,0.854,,0.06476,6.749,,,7.62,,293071008,-,,,48.556,4581421,0.0126,,1633132800,0.85260004,3047000064,8.34,,,1.8722713,0.02177,1696204800,,1633132800,1.91,2021-11-15,287611727,0.817142,40157507584,2,,1997-02-18,3:2,,,,1.072,,1639526400,1.56,,11.930447,1,,0.0179,4474111,,,
UDR,,20.158,,0.04621,33.977,,,0.27,,309185984,-,,,9.9,9703564,0.031400003,,1609372800,1.046,54865000,0.18,,,5.8292933,0.00733,1672444800,,1632960000,4.82,2021-11-15,306799460,0.725714,25773297664,2,,1993-05-06,2:1,,,,,,1639526400,-10.72,,213.74072,1,,0.050300002,10686203,,,
ULTA,,2.835,,0.10715,14.809,,,17.9,,54120200,-,,,36.677,1182059,0.0218,,1611964800,0.92593,867964992,15.603,,,10.156093,0.02775,1675036800,,1635552000,1.35,2021-11-15,53416611,1.652467,22963941376,2,,-,,,,,1.878,,1639526400,0.39,,20.809776,1,,0.0252,1193086,,,
USB,,4.443,,0.33326,,,,4.29,,1482800000,-,,,32.222,11146597,0.0075,,1640908800,0.76288,7605000192,4.983,,,1.852461,0.00083,1703980800,,1640908800,1.89,2021-11-30,1481091360,1.093765,106162036736,2,,2001-02-27,1265:1000,,,,0.101,,1640908800,0.88,,13.913753,1,,0.0075,10026907,,,
UAA,,1.706,,0.07824,13.707,,,0.79,,188646000,-,,,4.154,11812716,0.0248,,1609372800,0.87163,434856000,0.945,,,4.721955,0.00369,1672444800,,1632960000,2.35,2021-11-30,405082717,1.249873,9483127808,2,,2016-04-08,2:1,,,,1.913,,1640908800,1.02,,24.829113,1,,0.062800005,13773863,,,
UA,,1.464,,0.07824,11.76,,,0.8,,253019008,-,,,4.154,7544594,0.015800001,,1609372800,0.72541,434856000,0.945,,,3.9913337,0.15582,1672444800,,1632960000,3.12,2021-11-30,405082717,1.249873,8135724032,2,,2016-06-20,1:1,,,,1.913,,1640908800,1.3,,20.725,1,,,6760291,,,
UNP,,8.582,,0.29916,16.206,,,11.38,,642876032,-,,,21.597,8638639,0.0134000005,,1640908800,0.79853994,6522999808,9.335,,,11.611798,0.00232,1703980800,,1640908800,3.57,2021-11-30,639202452,1.190065,187114045440,2,,2014-06-09,2:1,,,,0.24,,1640908800,1.52,,22.036907,1,,0.0135,8306014,,,
UAL,,1.856,,-0.16193001,-8.928,,,1.89,,323807008,-,,,16.772,17586058,0.0543,,1609372800,0.59174997,-3215000064,-10.198,,,2.651443,0.00232,1672444800,,1632960000,1.11,2021-11-15,322964620,1.476363,36847050752,2,,1996-05-21,4:1,,,,,,1639526400,0.02,,23.5291,1,,0.0544,13062971,,,
UNH,,1.754,,0.05523,20.243,,,21.65,,941851008,-,,,74.605,5408983,0.0057,,1609372800,0.89063,15425999872,16.111,,,6.4227595,0.00548,1672444800,,1632960000,1.6,2021-11-15,937028972,0.842597,489802792960,2,,2005-05-31,2:1,,,,0.288,,1639526400,1.84,,22.132565,1,,0.0058,5919469,,,
UPS,,2.16,,0.06832,18.753,,,12.1,,729158016,-,,,13.856,7329571,0.0084,,1609372800,0.70128995,6449999872,7.355,,,16.600029,7e-05,1672444800,,1632960000,2.79,2021-11-15,728784384,1.118441,203918901248,2,,-,,,,,0.19,,1639526400,1.07,,19.00909,1,,0.0101,9034608,,,
URI,,3.875,,0.13038,14.475,,,25.6,,72394400,-,,,75.739,2096332,0.029000001,,1609372800,0.94471,1202000000,16.534,,,4.3438654,0.00437,1672444800,,1632960000,3.09,2021-11-15,72139607,1.913246,35725385728,2,,-,,,,,0.966,,1639526400,0.77,,12.8515625,1,,0.0324,2379512,,,
UHS,,1.183,,0.085209996,7.372,,,12.24,,73120200,-,,,78.057,2096392,0.026099999,,1609372800,0.96876,1058571008,12.423,,,1.6929935,0.15782,1672444800,,1632960000,2.61,2021-11-15,70718832,1.155844,14730844160,2,,2009-12-16,2:1,,,,-0.095,,1639526400,1.39,,10.796568,1,,0.033,1702774,,,
VLO,,0.493,,-0.00491,17.564,,,5.99,,408836000,-,,,42.747,11276914,0.0276,,1609372800,0.78863996,-443000000,-1.088,,,2.0140593,0.00396,1672444800,,1632960000,2.73,2021-11-15,407044915,2.08987,43945684992,2,,2013-05-02,1094:1000,,,,,,1639526400,-4.15,,14.373122,1,,0.0312,12705125,,,
VTR,,8.981,,0.05327,23.146,,,0.02,,399176000,-,,,27.749,9681649,0.024300002,,1609372800,0.9576,200312992,0.529,,,1.8998883,0.0035899999,1672444800,,1632960000,3.65,2021-11-15,397858612,1.247792,33773479936,2,,2015-08-18,8757:10000,,,,3.759,,1639526400,-19.32,,2636,1,,0.028499998,11646360,,,
VRSN,,21.725,,0.4681,31.679,,,6.17,,111078000,-,,,-12.738,1518936,0.0137,,1609372800,0.94163,612062016,5.425,,,,0.011849999,1672444800,,1632960000,2,2021-11-15,109732165,0.848311,28406863872,2,,1999-12-07,2:1,,,,-0.084,,1639526400,5.76,,35.881683,1,,0.015700001,959283,,,
VRSK,,13.19,,0.23778,29.448,,,5.98,,161160992,-,,,16.816,1908603,0.0117999995,,1609372800,0.93377995,700499968,4.28,,,11.850618,0.010629999,1672444800,,1632960000,1.93,2021-11-15,159694806,0.756883,38857011200,2,,-,,,,,0.086,,1639526400,4.32,,33.324413,1,,0.0134000005,1791515,,,
VZ,,2.918,,0.16419001,7.787,,,5.4,,4197760000,-,,,18.609,66729020,0.0159,,1609372800,0.65766,22040000512,5.32,,,2.8918803,0.00016000001,1672444800,,1632960000,2.9,2021-11-15,3981140201,0.411948,391651557376,2,,2010-07-02,1000000:937889,,,,0.471,,1639526400,2.62,,9.96574,1,,0.0159,48279355,,,
VRTX,,7.058,,0.30523002,18.163,,,13.4,,254252000,-,,,37.199,3209478,0.0126,,1609372800,0.93189,2176179968,8.338,,,6.7655044,0.00164,1672444800,,1632960000,1.45,2021-11-15,253674786,0.595324,50324250624,2,,2000-08-24,2:1,,,,0.276,,1639526400,1.71,,18.781343,1,,0.0126,2899452,,,
VFC,,3.219,,0.11191,21.678,,,3.72,,392782016,-,,,9.162,12860474,0.0327,,1617408000,0.8589,1007427008,3.12,,,7.113796,0.0023,1680480000,,1633132800,4.97,2021-11-15,391654989,1.480519,35237953536,2,,2019-05-23,1062:1000,,,,0.808,,1639526400,0.52,,17.52059,1,,0.0365,11561138,,,
VIAC,,1.326,,0.11999,7.332,,,3.84,,606705984,-,,,31.839,47516821,0.0734,,1609372800,0.69254994,3112000000,5.116,,,1.0499701,0.03711,1672444800,,1632960000,3.23,2021-11-15,583300453,1.613506,36423028736,2,,-,,,,,-0.125,,1639526400,-1.44,,8.7057295,1,,0.0813,46099365,,,
VTRS,,2.346,,-0.111899994,6.044,,,3.72,,1209389952,-,,,17.481,23855594,0.0197,,1609372800,0.75321,-1921100032,-1.715,,,0.8677993,0.00245,1672444800,,1632960000,2.11,2021-11-15,1205801518,1.431168,40279482368,2,,2003-10-09,3:2,,,,0.677,,1639526400,-10.49,,4.077957,1,,0.0221,24806665,,,
V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNO,,10.956,,-0.02807,24.899,,,0.71,,191680992,-,,,26.668,15230359,0.0795,,1609372800,0.79092,-119351000,-0.627,,,1.5576721,0.08513,1672444800,,1632960000,10.92,2021-11-15,177960459,1.282597,18109908992,2,,2017-07-18,1237:1000,,,,-0.033,,1639526400,4.36,,58.507046,1,,0.1022,14522212,,,
VMC,,6.343,,0.12642,24.207,,,6.29,,132705000,-,,,48.424,1733270,0.013099999,,1609372800,0.90386003,651481984,4.85,,,3.9385428,0.00097000005,1672444800,,1632960000,2.47,2021-11-15,132498008,0.630649,32484661248,2,,1999-03-11,3:1,,,,-0.115,,1639526400,2.21,,30.321144,1,,0.0147,1848673,,,
WRB,,1.663,,0.11319,9.329,,,5.21,,176640000,-,,,37.639,1183571,0.0067000003,,1609372800,0.71278,1040209984,5.565,,,2.3201997,0.23934,1672444800,,1632960000,1.83,2021-11-30,139199732,0.849974,15284403200,2,,2019-04-03,3:2,,,,0.723,,1640908800,1.91,,16.761997,1,,0.0085,959528,,,
WAB,,2.864,,0.05862,16.539,,,4.87,,186820992,-,,,54.372,4488598,0.024,,1609372800,0.93974996,454800000,2.409,,,1.674943,0.04461,1672444800,,1632960000,4.95,2021-11-15,177143685,1.631688,22264213504,2,,2013-06-12,2:1,,,,0.02,,1639526400,3.14,,18.700205,1,,0.027999999,5844967,,,
WMT,,0.778,,0.01402,11.032,,,6.72,,2773880064,-,,,29.616,15615147,0.0056,,1612051200,0.32029998,8019999744,2.84,,,4.7693815,0.49784002,1675123200,,1635638400,1.26,2021-11-15,1455481766,0.524155,444740730880,2,,1999-04-20,2:1,,,,-0.395,,1639526400,2.73,,21.019346,1,,0.0112,13792741,,,
WBA,,0.606,,0.01918,14.993,,,5.1,,863945024,-,,,27.062,16207157,0.0188,,1630368000,0.58089,1994000000,2.933,,,1.8598034,0.17283002,1693440000,,1630368000,2.4,2021-11-15,716077823,0.508051,80255950848,2,,1999-02-16,2:1,,,,0.681,,1639526400,3.7,,9.868628,1,,0.0226,17650780,,,
DIS,,5.03,,0.029590001,39.415,,,5.06,,1817660032,-,,,48.709,24672041,0.0136,,1633132800,0.66493,2024000000,1.094,,,2.9267693,0.00099,1696204800,,1633132800,1.63,2021-11-15,1815820115,1.188571,339088572416,2,,2007-06-13,10000:9865,,,,,,1639526400,1.07,,28.173912,1,,0.0136,22380668,,,
WM,,4.715,,0.10092,16.558,,,5.53,,418316000,-,,,17.146,6010087,0.014400001,,1609372800,0.82747,1748000000,4.12,,,8.611338,0.0012800001,1672444800,,1632960000,3.39,2021-11-15,417429526,0.82961,81662377984,2,,-,,,,,0.379,,1639526400,2.2,,26.699818,1,,0.014400001,5719763,,,
WAT,,8.337,,0.25398,23.71,,,11.79,,61036300,-,,,4.826,1858143,0.0304,,1609372800,0.91156995,694915008,11.16,,,68.12888,0.00619,1672444800,,1633132800,5.22,2021-11-15,60677376,0.83948,22809905152,2,,2000-08-28,2:1,,,,0.271,,1639526400,3.1,,27.887194,1,,0.0344,1656684,,,
WEC,,5.575,,0.16341999,15.49,,,4.3,,315435008,-,,,34.582,2865319,0.0091,,1609372800,0.74226,1315100032,4.15,,,2.7826614,0.0016,1672444800,,1632960000,2.05,2021-11-30,314768964,0.253928,44864786432,2,,2011-03-02,2:1,,,,0.087,,1640908800,3.57,,22.37907,1,,0.0104,2677655,,,
WFC,,-0.325,,0.24059,,,,3.74,,3987229952,-,,,42.441,47816919,0.012,,1609372800,0.73497003,17450999808,4.192,,,1.3164157,0.00097000005,1672444800,,1632960000,1.94,2021-11-15,3982009292,1.314285,-25388482560,2,,2006-08-14,2:1,,,,0.593,,1639526400,0.1,,14.938502,1,,0.012,42470758,,,
WELL,,11.77,,0.09686,31.037,,,1.01,,435275008,-,,,38.742,10042882,0.0231,,1609372800,0.93185997,441195008,1.035,,,2.2052293,0.0015700001,1672444800,,1632960000,4.66,2021-11-15,434508445,1.007272,53611708416,2,,1985-09-04,3:2,,,,-0.448,,1639526400,8.58,,84.5891,1,,0.0307,10599974,,,
WST,,11.715,,0.22846001,38.866,,,9.05,,74079696,-,,,29.721,1068932,0.014400001,,1609372800,0.93160003,612499968,8.063,,,13.668393,0.00625,1672444800,,1632960000,2.8,2021-11-15,73593752,0.96935,31407798272,2,,2013-09-27,2:1,,,,1.134,,1639526400,1.96,,44.88821,1,,0.0164,1240620,,,
WDC,,1.296,,0.082600005,7.91,,,8.98,,311623008,-,,,36.531,7851087,0.0252,,1625184000,0.82715,1491000064,4.78,,,1.4486327,0.00341,1688256000,,1633046400,2.23,2021-11-30,310765958,1.535225,23397738496,2,,1997-06-04,2:1,,,,,,1640908800,0.4,,5.893096,1,,0.028099999,7856393,,,
WRK,,1.108,,0.04472,7.166,,,5.13,,263088000,-,,,44.039,3213308,0.012200001,,1632960000,0.89501,838099968,3.13,,,1.0399872,0.01165,1696032000,,1632960000,1.53,2021-11-15,261792374,1.193766,20769519616,2,,2016-05-16,11099:10000,,,,,,1639526400,0.47,,8.927875,1,,0.015800001,3914614,,,
WY,,3.186,,0.24687,8.014,,,1.87,,749044992,-,,,13.843,11312654,0.0150999995,,1609372800,0.84926003,2483000064,3.311,,,2.9982662,0.00206,1672444800,,1632960000,3.21,2021-11-30,747127445,1.750633,32047398912,2,,2010-07-20,2:1,,,,0.703,,1640908800,2.45,,22.195189,1,,0.0179,13957162,,,
WHR,,0.727,,0.09059,5.062,,,25.16,,60743100,-,,,81.377,7081179,0.1166,,1609372800,1.00892,1990000000,31.351,,,2.5774543,0.0046200003,1672444800,,1632960000,12.23,2021-11-30,60464273,1.751647,15959966720,2,,1987-01-02,2:1,,,,0.202,,1640908800,1.01,,8.336467,1,,0.1369,6281989,,,
WMB,,5.798,,0.10213,13.591,,,1.28,,1215030016,-,,,9.195,23224025,0.0191,,1609372800,0.85780996,1008000000,0.82,,,3.3235455,0.0020299999,1672444800,,1632960000,2.82,2021-11-15,1212065126,1.463376,57393897472,2,,2012-01-03,10000:8152,,,,-0.466,,1639526400,10.42,,23.875,1,,0.0191,25856666,,,
WTW,,3.325,,0.23674999,12.868,,,,,,-,,,,3776978,0.030299999,,1609372800,0.98289,2302000128,,,,,0.0035499998,1672444800,,1632960000,2.98,2021-11-15,123659091,0.772427,32246071296,2,,-,,,,,6.463,,1639526400,,,,1,,0.0342,4104792,,,
WYNN,,5.542,,-0.2489,60.46,,,-0.41,,115658000,-,,,-0.464,6860096,0.059299998,,1609372800,0.64904,-848097984,-7.588,,,,0.088470004,1672444800,,1632960000,1.75,2021-11-15,104022967,2.41974,18883407872,2,,-,,,,,,,1639526400,0.13,,-211.7317,1,,0.059699997,5959932,,,
XEL,,4.681,,0.12056,13.836,,,3.17,,538675968,-,,,28.175,3829408,0.0070999996,,1609372800,0.77385,1570000000,2.924,,,2.4645965,0.00252,1672444800,,1632960000,1.22,2021-11-15,537883717,0.368311,60959248384,2,,1998-06-02,2:1,,,,0.01,,1639526400,3.34,,21.905363,1,,0.0070999996,4410148,,,
XLNX,,12.715,,0.23055,42.982,,,4.04,,247880000,-,,,13.701,10880722,0.043899998,,1617408000,0.83536005,799742016,3.219,,,15.197431,0.0022,1680480000,,1633132800,3.64,2021-11-30,247367303,0.952863,44106153984,2,,1999-12-28,2:1,,,,0.21,,1640908800,3.11,,51.539604,1,,0.0496,11386661,,,
XYL,,3.943,,0.08808,23.608,,,3,,180324992,-,,,17.155,3305289,0.0183,,1609372800,0.91339993,462000000,2.549,,,6.066744,0.00909,1672444800,,1632960000,2.98,2021-11-30,179603971,1.03041,20680196096,2,,-,,,,,2.081,,1640908800,2.55,,34.691666,1,,0.0233,3385276,,,
YUM,,7.988,,0.24499,22.612,,,4.95,,293132992,-,,,-26.718,4561128,0.0156,,1609372800,0.8134,1576999936,5.178,,,,0.0015700001,1672444800,,1632960000,3.2,2021-11-15,292749099,1.064415,51419451392,2,,2016-11-01,1391:1000,,,,0.866,,1639526400,1.98,,25.268688,1,,0.0174,3887807,,,
ZBRA,,4.947,,0.15454,22.865,,,19.7,,53441500,-,,,52.681,324396,0.0061000003,,1609372800,0.87852997,845000000,15.684,,,9.803155,0.00504,1672444800,,1633132800,1.12,2021-11-30,53152907,1.532691,27049256960,2,,2004-08-26,3:2,,,,0.716,,1640908800,3.18,,26.215227,1,,0.0069,506822,,,
ZBH,,4.113,,0.103920005,13.623,,,8.02,,208908000,-,,,60.836,2997340,0.0143,,1609372800,0.93189,819299968,3.914,,,1.9961866,0.00075999997,1672444800,,1632960000,1.56,2021-11-30,208632249,1.245818,32424574976,2,,-,,,,,-0.4,,1640908800,1.81,,15.142144,1,,0.014400001,2415388,,,
ZION,,-0.03,,0.36889,,,,4.61,,156463008,-,,,46.854,3204778,0.020499999,,1609372800,0.85582,1154000000,7.078,,,1.476715,0.01571,1672444800,,1632960000,2.52,2021-11-30,154072701,1.414597,-96788424,2,,1997-05-15,4:1,,,,0.371,,1640908800,-0.3,,15.008677,1,,0.023699999,4854148,,,
ZTS,,14.439,,0.26024,35.067,,,5.19,,473126016,-,,,9.884,2338493,0.0049,,1609372800,0.9283,1982000000,4.149,,,20.350567,0.00227,1672444800,,1632960000,1.54,2021-11-15,472397208,0.64987,109970087936,2,,-,,,,,0.152,,1639526400,3.84,,38.756264,1,,0.0049,2509630,,,
