ticker,id_share,industry,Index,P/E,EPS (ttm),Insider Own,Perf Week,Forward P/E,EPS next Y,Insider Trans,Perf Month,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,Market Cap_full_count,Income_full_count,Sales_full_count,Shs Outstand_full_count,Shs Float_full_count,Avg Volume_full_count,52_w_range_low,52_w_range_high,Volatility_low_%,Volatility_high_%
IH,3901,Consumer Defensive,-,,-0.14,13.05,3.89,,78.1,0.0,-5.32,,,6.0,0.24,-43.43,1.1,82.5,-0.06,1.18,-63.22,1.94,1.38,-4.1,9.0,-87.85,2.73,0.98,,-7.7,-4.64,,,,-7.0,-88.0,,,2.2,,69.9,14.59,0.24,817.0,2.3,105.9,-6.3,47.15,No,0.0,-58.0,-4.8,0.56,2.67,Yes,0.0,Dec 21 BMO,,2.67,1.0,0.19,-9.89,-58.77,15769.0,0.0,137510000.0,-6000000.0,124900000.0,53330000.0,14260000.0,28540.0,2.33,22.25,8.93,8.35
IGV,3902,Financial,-,,,,5.5,,,,-3.76,,,,,-17.31,,,,,-12.04,,,,,-6.34,,,,,-9.8,,,,,-20.08,,,,,,11.37,12.45,,,,,49.99,Yes,,,,1.03,364.42,Yes,,-,,358.68,,2.84,-4.44,-8.86,1872289.0,-1.58,,,,,,1820000.0,322.05,448.79,2.84,3.51
IGT,3903,Consumer Cyclical,-,,-1.17,51.65,12.37,19.56,14.04,0.0,3.38,,0.49,47.7,3.88,-4.41,1.63,-627.5,-0.13,2.21,47.66,6.42,4.63,1.8,40.21,68.04,2.21,13.45,30.18,21.3,2.77,0.8,9.14,-63.5,-1.9,-9.83,2.15,2.69,1.2,-7.9,49.5,96.62,1.29,11000.0,1.3,20.6,21.5,62.1,Yes,0.0,142.1,6.1,1.18,29.87,Yes,4.97,Nov 09 BMO,0.0,29.71,2.1,9.2,9.84,20.43,2035124.0,-0.54,5850000000000.0,-237400000.0,3600000000000.0,205190000.0,98710000.0,1730000.0,15.11,32.95,4.31,5.05
IGSB,3904,Financial,-,,,,-1.02,,,,-1.83,,,,,-2.88,,,,,-3.8,,,,,-4.5,,,,,-2.34,1.07,,,,-4.79,,2.03,,,,-0.59,0.11,,,,,16.49,Yes,,,,1.07,52.93,Yes,,-,,52.62,,-1.23,-1.84,-3.26,3799727.0,-0.59,,,,,,3530000.0,52.93,55.27,0.18,0.15
IGR,3905,Financial,-,2.95,2.94,0.01,1.05,,,15.2,-6.26,,,26.74,,-7.07,27.81,,,0.26,-4.82,9.43,0.92,,,20.22,,,,,-11.34,0.6,,,,-12.23,,6.91,,,,22.43,0.22,,,20.7,,44.49,No,,,,1.58,8.76,Yes,,-,,8.68,,-1.22,-4.7,-2.75,489911.0,-0.91,1010000000000.0,,36390000.0,116590000.0,,313170.0,7.09,9.89,1.72,2.83
IEUS,3906,Financial,-,,,,-0.12,,,,-4.88,,,,,-9.42,,,,,-10.7,,,,,-0.66,,,,,-6.55,1.08,,,,-13.41,,1.66,,,,4.73,1.04,,,,,45.09,No,,,,0.81,65.95,Yes,,-,,65.04,,-0.72,-3.02,-7.49,36686.0,-1.38,,,,,,45700.0,62.1,75.11,0.95,1.19
IGRO,3907,Financial,-,,,,0.21,,,,-1.83,,,,,-1.04,,,,,-1.74,,,,,3.58,,,,,-1.18,1.5,,,,-3.97,,2.24,,,,7.8,0.76,,,,,48.92,Yes,,,,1.61,67.84,Yes,,-,,67.0,,-0.25,0.13,-0.66,46970.0,-1.24,,,,,,29730.0,62.15,69.77,0.87,1.06
IGOV,3908,Financial,-,,,,-1.67,,,,-2.83,,,,,-5.17,,,,,-8.23,,,,,-11.35,,,,,-3.72,0.2,,,,-11.46,,0.41,,,,-0.14,0.32,,,,,32.16,Yes,,,,0.57,48.81,Yes,,-,,48.42,,-1.88,-3.13,-6.44,88501.0,-0.8,,,,,,153730.0,48.49,54.69,0.47,0.47
IGLB,3909,Financial,-,,,,-2.82,,,,-6.4,,,,,-10.05,,,,,-9.68,,,,,-9.95,,,,,-8.77,2.07,,,,-12.11,,3.26,,,,-1.17,0.65,,,,,22.18,Yes,,,,1.36,64.37,Yes,,-,,63.45,,-3.94,-6.93,-8.62,1398479.0,-1.43,,,,,,1020000.0,64.2,72.19,0.85,0.8
IGMS,3910,Healthcare,-,,-4.22,0.7,4.47,,-25.9,-2.09,-28.76,,-1.54,66.5,30.69,-71.11,,-87.0,0.01,13.58,-77.23,8.54,2.08,-37.8,65.11,-83.76,8.06,2.2,,-41.4,-39.45,,,,,-86.03,,,13.1,,,12.98,1.76,171.0,13.1,,,33.73,Yes,0.0,-99.7,,0.85,18.83,Yes,0.0,Nov 04 AMC,,17.76,1.7,-5.17,-36.95,-70.61,284650.0,-5.68,571690000.0,-139100000.0,,33439999.999999996,14910000.0,336840.0,15.72,127.11,7.65,9.44
IGM,3911,Financial,-,,,,2.47,,,,-7.0,,,,,-9.84,,,,,-5.17,,,,,4.28,,,,,-10.43,0.74,,,,-13.32,,0.19,,,,16.28,11.37,,,,,45.78,Yes,,,,1.26,402.15,Yes,,-,,393.25,,-0.19,-5.77,-4.47,39960.0,-2.21,,,,,,30920.0,338.18,453.66,2.21,2.83
IGN,3912,Financial,-,,,,1.54,,,,-10.39,,,,,-6.21,,,,,0.64,,,,,3.32,,,,,-14.17,0.28,,,,-15.17,,0.39,,,,15.99,1.7,,,,,42.03,Yes,,,,2.7,73.99,Yes,,-,,72.5,,-1.77,-6.56,-1.04,44236.0,-2.01,,,,,,16890.0,62.51,85.47,1.67,2.3
IGIC,3913,Financial,-,7.64,0.98,50.89,-1.83,,,0.0,-4.81,,0.23,35.7,2.27,-11.53,1.03,21.7,0.11,14.05,-19.49,8.86,0.85,,11.0,-5.88,3.77,2.0,,,-7.16,0.32,,,8.6,-31.95,0.37,4.26,,,,11.41,0.37,252.0,,26.1,,38.61,Yes,0.0,86.4,,2.43,7.76,Yes,0.0,Nov 11 AMC,,7.52,1.5,-3.95,-4.48,-12.64,98610.0,-3.09,359680000.0,40600000.0,350400000.0,45500000.0,26060000.0,42180.0,6.75,11.05,5.82,4.62
IGHG,3914,Financial,-,,,,-0.16,,,,-2.09,,,,,-2.94,,,,,-3.22,,,,,-3.64,,,,,-1.76,1.81,,,,-6.03,,2.48,,,,2.14,0.44,,,,,33.84,Yes,,,,0.7,73.31,Yes,,-,,73.06,,-0.84,-1.4,-3.01,77988.0,-0.34,,,,,,106330.0,71.53,77.75,0.51,0.61
IGIB,3915,Financial,-,,,,-1.6,,,,-3.22,,,,,-5.23,,,,,-6.65,,,,,-7.78,,,,,-4.62,1.4,,,,-7.9,,2.48,,,,-0.75,0.26,,,,,19.94,Yes,,,,1.18,57.05,Yes,,-,,56.53,,-2.1,-3.53,-5.48,2243326.0,-0.91,,,,,,1920000.0,56.96,61.38,0.35,0.33
IGI,3916,Financial,-,,,,-2.45,,,,-7.1,,,33.67,,-10.83,,,,0.07,-10.83,,,,,-11.72,,,,,-10.75,0.8,,,,-17.9,,4.1,,,,-0.91,0.25,,,,,24.17,No,,,,1.02,19.7,Yes,,-,,19.51,3.0,-3.27,-7.4,-10.05,25456.0,-0.96,211560000.0,,,10840000.0,,25170.0,19.69,23.76,0.78,1.2
IIGD,3917,Financial,-,,,,-1.19,,,,-2.13,,,,,-3.19,,,,,-4.23,,,,,-5.03,,,,,-2.87,0.31,,,,-5.12,,1.22,,,,-0.65,0.07,,,,,18.03,No,,,,0.6,25.62,Yes,,-,,25.42,,-1.4,-2.2,-3.58,13973.0,-0.77,,,,,,23320.0,25.59,26.8,0.21,0.17
IIIV,3918,Technology,-,,-0.23,0.62,20.09,17.86,12.39,53.07,10.88,,0.32,92.6,4.12,20.09,3.73,-651.5,2.11,3.59,-6.76,9.31,2.89,-0.7,31.19,-21.35,0.12,232.46,,-2.3,18.03,,18.64,-20.7,-0.2,-25.26,1.56,,0.6,2.3,74.3,51.12,1.38,1438.0,0.6,85.4,0.0,69.6,Yes,0.98,208.4,-2.0,3.52,26.1,Yes,0.98,Feb 08 AMC,,26.9,2.1,18.36,20.34,1.27,843796.0,3.07,836860000.0,-4500000.0,224100000.0,22000000.0,21870000.0,250490.0,17.8,35.99,5.43,6.5
IIIIU,3919,Financial,-,,,,-0.24,,,,-1.7,,,25.39,0.0,-2.0,,,,0.0,-2.58,-0.56,,,3.0,,,,13.0,,-1.41,,,-16.59,,-14.16,,,,,,5.93,0.05,,,,,35.49,No,,,,0.05,9.84,Yes,,-,,9.82,1.0,-1.07,-1.42,-4.13,100.0,-0.2,,,,,23000000.0,1590.0,9.27,11.44,0.0,0.32
IIIN,3920,Industrials,-,8.96,4.17,3.5,-3.61,12.61,-31.08,-4.02,-8.93,0.69,0.94,80.6,1.93,-9.7,1.12,247.7,0.57,2.93,-9.74,14.73,2.53,22.2,46.5,34.12,3.22,11.58,13.0,29.0,-6.23,0.12,56.57,11.8,22.1,-16.28,1.47,0.32,2.3,7.1,22.2,37.51,1.51,913.0,3.6,49.2,16.3,40.5,Yes,0.0,181.1,12.6,0.79,39.0,Yes,0.0,Jan 20 BMO,2.8,37.33,2.0,-4.63,-5.64,1.58,95005.0,-4.28,729800000.0,81600000.0,649500000.0,19410000.0,18450000.0,121230.0,27.15,44.59,3.04,3.67
IIII,3921,Financial,-,,,2.25,0.15,,,0.0,-0.05,,,73.5,0.01,-0.15,,,0.01,0.06,0.05,6.77,1.45,,,,0.0,3336.68,,,-0.15,,,,,-10.15,,,0.6,,,2.57,0.04,,0.6,,,47.17,No,0.0,,,0.06,9.79,Yes,0.0,-,,9.78,,-0.12,-0.2,-0.57,1518.0,-0.05,333670000.0,,,34100000.0,16480000.0,28030.0,9.54,10.89,0.26,0.38
III,3922,Technology,-,27.42,0.26,18.2,6.9,16.98,-2.33,-1.01,-1.66,1.71,0.09,52.2,1.42,-23.17,1.25,-21.4,2.33,1.51,3.48,2.02,3.53,5.6,10.0,86.16,1.13,6.29,16.0,13.6,-6.43,0.12,8.03,-15.3,3.5,-26.49,0.78,1.68,2.0,3.6,39.7,101.44,0.3,1258.0,2.0,15.4,7.9,55.32,Yes,0.76,108.4,4.9,0.49,7.17,Yes,0.72,Nov 04 AMC,21.7,7.13,1.5,6.91,-2.36,3.79,168867.0,-0.56,342670000.0,13400000.0,274700000.0,48750000.0,35630000.0,335070.0,3.54,9.7,3.26,4.62
IIGV,3923,Financial,-,,,,-1.61,,,,-3.11,,,,,-5.05,,,,,-6.38,,,,,-7.37,,,,,-4.54,1.0,,,,-7.49,,3.89,,,,-0.76,0.11,,,,,23.17,No,,,,0.08,26.0,Yes,,-,,25.73,,-2.01,-3.45,-5.15,984.0,-1.02,,,,,,11830.0,25.93,27.82,0.22,0.25
IIM,3924,Financial,-,12.86,1.18,,0.07,,,,-6.54,,,14.26,,-9.83,15.13,,,,-10.41,16.89,0.9,,,-5.14,,,,,-11.15,0.77,,,,-12.43,,5.09,,,,2.71,0.22,,,-4.9,,36.01,No,,,,1.14,15.23,Yes,,-,,15.14,,-0.57,-5.8,-7.65,133640.0,-0.59,712440000.0,,47090000.0,47060000.0,,117270.0,14.74,17.29,1.1,1.52
IHRT,3925,Communication Services,-,,-1.87,1.0,7.82,12.12,226.5,-43.86,1.02,,0.49,89.6,3.4,-2.02,0.87,-118.1,1.73,4.47,-9.0,5.57,3.74,-3.0,32.78,40.68,2.58,8.07,7.0,-31.3,-1.05,,20.07,-24.5,-21.8,-26.27,,,1.7,-13.9,62.9,54.91,0.95,11400.0,1.7,24.7,4.2,56.31,Yes,7.34,104.9,-7.8,0.51,20.64,Yes,7.34,Feb 23 BMO,,20.82,1.7,4.54,3.61,-8.11,427343.0,0.87,2980000000000.0,-267399999.99999997,3430000000000.0,141790000.0,108840000.0,829420.0,13.44,28.24,5.11,4.97
IIF,3926,Financial,-,2.55,10.33,,-0.64,,,,-5.32,,,57.23,,-1.92,147.45,,,0.04,5.61,28.62,0.92,,,15.25,,,,,-1.35,0.27,,,,-7.22,,1.03,,,,26.42,0.42,,,-38.7,,46.25,No,,,,0.41,26.68,Yes,,-,,26.34,,-1.93,0.27,3.8,11139.0,-1.27,295060000.0,,2000000.0,11200000.0,,27260.0,20.83,28.39,1.04,1.52
IHY,3927,Financial,-,,,,-1.03,,,,-2.73,,,,,-3.79,,,,,-8.82,,,,,-10.65,,,,,-3.96,1.05,,,,-11.3,,4.53,,,,0.43,0.15,,,,,34.06,Yes,,,,0.26,23.29,Yes,,-,,23.18,,-1.28,-2.57,-6.96,8844.0,-0.46,,,,,,33540.0,23.08,26.13,0.58,0.5
IHIT,3928,Financial,-,5.07,1.77,,-1.85,,,,-3.87,,,20.62,,-10.05,11.7,,,0.08,-9.14,9.43,0.95,,,-1.97,,,,,-4.48,0.53,,,,-11.52,,5.92,,,,0.56,0.09,,,6.2,,31.85,No,,,,0.82,8.96,Yes,,-,,8.95,,-1.64,-4.03,-7.33,46197.0,-0.11,215730000.0,,18440000.0,24100000.0,,56020.0,8.9,10.11,1.04,1.02
IHT,3929,Real Estate,-,,-0.09,67.63,15.99,,,0.0,40.15,,,4.6,1.92,-4.64,6.41,5.0,,1.21,-20.26,0.63,5.87,-5.1,,36.03,,,,-12.9,69.72,0.02,,2.9,-18.7,-74.95,0.2,0.54,0.7,3.0,56.1,94.74,0.33,120.0,0.7,70.0,1.1,63.6,No,1.32,44.9,-13.6,1.36,3.32,Yes,1.28,Dec 28 BMO,,3.7,,17.85,35.1,-15.71,65098.0,11.45,35890000.0,-800000.0,5600000.0,9110000.0,3040000.0,48210.0,1.9,14.77,9.39,12.37
IHS,3930,Communication Services,-,39.4,0.32,30.65,7.46,46.58,1821.43,0.0,0.4,,-0.13,50.6,0.27,-19.16,2.72,24.0,,2.52,,4.17,3.0,,24.33,,1.5,8.33,,,-11.13,,,,4.3,-32.2,,,1.1,,,15.01,0.56,2113.0,1.2,8.7,,53.89,No,2.06,,,0.43,12.9,Yes,1.88,-,,12.53,1.8,6.18,-1.68,-11.0,108695.0,-2.87,4179999999999.9995,,1530000000000.0,333490000.0,226440000.0,245010.0,10.9,18.48,5.38,4.57
IHI,3931,Financial,-,,,,0.87,,,,-4.37,,,,,-6.87,,,,,-4.39,,,,,4.53,,,,,-8.34,0.14,,,,-10.3,,0.23,,,,15.1,1.26,,,,,48.66,Yes,,,,1.12,61.27,Yes,,-,,60.36,,1.13,-2.96,-2.8,1472209.0,-1.49,,,,,,1320000.0,52.44,67.29,1.73,2.1
IHG,3932,Consumer Cyclical,-,,-0.01,1.0,6.13,,,0.0,2.98,,,3.6,0.3,1.0,5.47,-168.3,-0.09,3.22,9.84,-9.82,,0.0,77.0,3.41,5.47,12.88,,0.1,8.0,,39.89,-17.2,-5.6,-6.34,1.21,,1.5,5.8,16.2,19.89,1.68,12832.0,1.5,-48.3,9.4,64.72,No,,-84.3,-0.1,0.89,70.4,Yes,,-,,70.43,3.0,5.33,8.48,5.47,139070.0,0.04,12720000000000.0,-2000000.0,2330000000000.0,183000000.0,166590000.0,156530.0,58.74,75.2,1.84,2.14
IHE,3933,Financial,-,,,,-0.56,,,,-4.48,,,,,-3.07,,,,,-2.09,,,,,1.76,,,,,-5.22,2.57,,,,-5.98,,1.36,,,,11.05,2.73,,,,,44.95,Yes,,,,0.64,191.26,Yes,,-,,189.2,,-0.34,-1.59,-0.01,5591.0,-1.08,,,,,,8760.0,170.37,201.24,0.98,1.3
IHD,3934,Financial,-,,,,1.43,,,,-0.84,,,52.76,,-4.7,,,,,-4.83,,,,,-12.88,,,,,0.0,0.72,,,,-18.48,,10.14,,,,3.5,0.12,,,,,50.62,No,,,,1.37,7.12,Yes,,-,,7.1,,-0.05,-0.28,-6.42,100934.0,-0.28,135180000.0,,,19040000.0,,74470.0,6.86,8.71,1.3,1.64
IHDG,3935,Financial,-,,,,1.67,,,,-3.46,,,,,-3.55,,,,,-6.75,,,,,6.11,,,,,-5.51,0.98,,,,-7.01,,2.27,,,,9.06,0.62,,,,,46.44,Yes,,,,0.86,43.77,Yes,,-,,43.23,,-0.15,-2.55,-2.8,93129.0,-1.23,,,,,,108880.0,39.64,46.49,0.97,1.13
IGF,3936,Financial,-,,,,0.69,,,,0.48,,,,,0.1,,,,,3.88,,,,,8.51,,,,,0.78,1.31,,,,-1.32,,2.73,,,,11.56,0.59,,,,,57.15,Yes,,,,1.53,48.47,Yes,,-,,47.96,,1.14,2.13,2.51,485485.0,-1.05,,,,,,318620.0,42.99,48.6,1.02,1.23
IHF,3937,Financial,-,,,,1.32,,,,-0.87,,,,,-1.67,,,,,5.23,,,,,12.05,,,,,-5.11,1.38,,,,-6.11,,0.5,,,,18.64,5.19,,,,,54.82,Yes,,,,0.74,278.74,Yes,,-,,275.45,,2.5,0.37,2.26,14747.0,-1.18,,,,,,20050.0,232.17,293.37,1.82,1.85
IGEB,3938,Financial,-,,,,-1.86,,,,-4.04,,,,,-6.32,,,,,-6.91,,,,,-7.67,,,,,-5.48,1.36,,,,-8.28,,2.73,,,,-0.87,0.26,,,,,20.25,No,,,,0.35,50.32,Yes,,-,,49.77,,-2.52,-4.24,-5.99,5459.0,-1.09,,,,,,15440.0,50.21,54.27,0.44,0.35
IGE,3939,Financial,-,,,,0.96,,,,4.44,,,,,10.72,,,,,23.16,,,,,39.19,,,,,13.5,1.02,,,,-1.57,,2.85,,,,41.23,0.82,,,,,63.62,Yes,,,,3.1,35.99,Yes,,-,,35.73,,2.5,8.96,15.91,1092906.0,-0.72,,,,,,366540.0,25.3,36.3,2.08,2.46
IEUR,3940,Financial,-,,,,0.59,,,,-2.73,,,,,-4.22,,,,,-4.58,,,,,6.88,,,,,-2.53,1.3,,,,-5.69,,2.29,,,,9.31,0.79,,,,,49.17,Yes,,,,3.15,57.37,Yes,,-,,56.69,,0.1,-0.65,-2.18,3632059.0,-1.19,,,,,,1160000.0,51.86,60.11,0.98,1.27
IJK,3941,Financial,-,,,,2.91,,,,-4.99,,,,,-9.74,,,,,-4.54,,,,,-2.05,,,,,-8.46,0.43,,,,-11.55,,0.55,,,,9.02,1.94,,,,,49.37,Yes,,,,0.49,79.3,Yes,,-,,78.05,,1.5,-3.16,-4.11,161494.0,-1.58,,,,,,329060.0,71.59,88.25,1.98,2.63
IJJ,3942,Financial,-,,,,2.01,,,,-3.88,,,,,-3.92,,,,,0.25,,,,,13.84,,,,,-2.57,1.47,,,,-5.59,,1.36,,,,15.26,2.29,,,,,50.72,Yes,,,,0.9,109.11,Yes,,-,,107.83,,0.47,-0.34,0.5,531007.0,-1.17,,,,,,593870.0,93.55,114.21,1.71,2.26
IIPR,3943,Real Estate,-,44.23,4.33,1.2,-0.51,30.32,35.76,-5.85,-11.31,,1.25,79.6,3.56,-29.54,25.03,60.6,0.43,3.63,-17.59,62.67,3.05,5.4,282.71,-8.73,5.33,35.92,,7.0,-27.19,6.0,,,4.2,-33.54,1.64,3.13,,,98.0,18.96,9.63,19.0,,57.1,65.6,40.0,Yes,0.29,38.9,57.4,1.01,195.41,Yes,0.29,-,123.3,191.42,1.9,-1.99,-15.37,-14.11,232553.0,-2.04,4570000000000.0,104800000.0,182700000.0,23890000.0,23480000.0,230770.0,160.91,288.02,3.71,4.67
IIVI,3944,Technology,-,28.49,2.4,1.3,11.87,15.64,21.36,-2.72,-5.96,3.06,0.87,,17.89,6.8,2.25,386.4,3.28,14.63,7.0,28.49,2.4,4.4,84.12,-31.36,14.94,4.58,9.31,9.5,0.03,,23.43,16.8,7.5,-31.95,1.5,,2.2,30.3,39.3,25.76,2.94,23000.0,3.0,9.2,13.6,58.09,Yes,0.46,30.9,8.8,1.4,68.25,Yes,0.32,Feb 09 BMO,0.0,68.35,2.3,5.92,2.8,4.79,1780139.0,0.15,7140000000000.0,277900000.0,3170000000000.0,105760000.0,104510000.0,1280000.0,54.35,100.44,4.92,4.44
IJR,3945,Financial,-,,,,1.64,,,,-6.02,,,,,-10.21,,,,,-4.6,,,,,0.25,,,,,-6.83,1.01,,,,-12.15,,0.95,,,,6.07,2.61,,,,,45.78,Yes,,,,0.7,108.15,Yes,,-,,106.69,,-0.46,-3.45,-4.46,3523872.0,-1.35,,,,,,5030000.0,100.58,121.45,1.86,2.69
IJH,3946,Financial,-,,,,2.46,,,,-4.39,,,,,-6.83,,,,,-2.13,,,,,5.66,,,,,-5.53,2.8,,,,-8.43,,1.05,,,,11.21,6.11,,,,,50.0,Yes,,,,1.18,271.29,Yes,,-,,267.42,,0.99,-1.73,-1.8,1729591.0,-1.43,,,,,,1480000.0,240.46,292.05,1.84,2.45
IJAN,3947,Financial,-,,,,0.2,,,,-1.55,,,,,-1.01,,,,,-0.06,,,,,3.85,,,,,-1.7,,,,,-2.37,,,,,,5.38,0.2,,,,,48.78,No,,,,0.62,27.13,Yes,,-,,26.93,,-0.08,-0.21,0.15,17924.0,-0.72,,,,,,29090.0,25.56,27.59,0.41,0.64
IINN,3948,Healthcare,-,,-3.67,33.82,-4.67,,,0.0,-15.7,,,3.5,2.93,-23.5,,-58.0,2.34,0.03,-23.79,1.71,1.79,,10.0,,2.27,1.35,,,-26.44,,,,,-68.09,,,4.1,,,43.66,0.33,12.0,4.1,,,49.45,No,0.05,148.4,,0.05,3.11,Yes,0.04,Nov 23 BMO,,3.06,2.0,6.87,-6.34,-10.86,306478.0,-1.61,22920000.0,,,7800000.0,5160000.0,5770000.0,2.13,9.59,8.41,10.84
IIN,3949,Healthcare,-,173.17,0.1,7.5,16.6,44.85,4200.0,0.0,10.49,,0.01,65.2,1.57,-10.81,1.26,-20.3,1.63,3.65,-24.06,10.19,1.72,0.8,26.5,-18.35,3.71,4.71,,1.0,8.16,,25.91,-20.6,-3.4,-37.89,1.3,,2.6,8.4,25.2,40.26,0.96,762.0,3.7,13.5,1.2,64.52,Yes,0.0,-49.6,0.8,2.06,16.6,Yes,0.0,Nov 08 AMC,0.0,17.49,1.0,14.95,12.85,-10.42,73278.0,5.36,155490000.0,1000000.0,123300000.0,9100000.0,8410000.0,36190.0,12.47,28.16,6.36,6.25
ILCG,3950,Financial,-,,,,2.08,,,,-5.91,,,,,-9.14,,,,,-4.03,,,,,4.89,,,,,-9.76,0.15,,,,-12.15,,0.23,,,,21.34,1.71,,,,,46.46,No,,,,1.95,66.16,Yes,,-,,64.81,,0.37,-4.91,-2.99,178672.0,-2.04,,,,,,93470.0,53.41,73.77,2.06,2.65
ILCB,3951,Financial,-,,,,0.98,,,,-4.35,,,,,-4.38,,,,,-0.57,,,,,12.16,,,,,-5.71,0.67,,,,-6.58,,1.07,,,,18.67,1.17,,,,,47.64,No,,,,0.86,63.71,Yes,,-,,62.62,,0.3,-2.39,0.15,25551.0,-1.71,,,,,,29720.0,52.77,67.03,1.35,1.97
ILMN,3952,Healthcare,S&P 500,59.02,6.07,0.1,0.4,87.36,-27.3,-11.15,-15.51,20.35,0.49,88.4,1.02,-7.15,13.01,-34.1,0.62,1.52,-29.87,69.69,5.14,9.0,429.94,-20.64,8.13,44.03,2.9,14.3,-5.88,,118.76,7.4,6.5,-35.57,0.91,,2.2,7.9,69.3,12.58,15.99,7800.0,2.7,39.5,-0.7,47.28,Yes,0.16,71.3,21.2,1.06,367.86,Yes,0.16,Feb 10 AMC,0.0,358.08,2.8,-1.69,-3.51,-14.69,1115705.0,-2.66,55700000000000.0,906000000.0,4280000000000.0005,156300000.0,155650000.0,1050000.0,318.07,555.77,3.0,4.06
ILF,3953,Financial,-,,,,3.47,,,,9.37,,,,,3.35,,,,,-11.46,,,,,-9.26,,,,,11.94,0.56,,,,-19.25,,2.13,,,,16.35,0.49,,,,,68.07,Yes,,,,1.41,26.1,Yes,,-,,26.26,,4.12,8.12,-4.74,2818035.0,0.61,,,,,,2020000.0,22.57,32.52,1.7,1.82
ILCV,3954,Financial,-,,,,0.13,,,,-2.97,,,,,0.47,,,,,2.69,,,,,18.28,,,,,-1.84,1.51,,,,-3.83,,2.21,,,,18.8,1.02,,,,,49.69,No,,,,0.49,69.3,Yes,,-,,68.32,,0.16,-0.04,3.15,14246.0,-1.41,,,,,,29410.0,57.51,71.04,1.13,1.64
ILPT,3955,Real Estate,-,14.86,1.49,0.1,-2.9,20.05,-3.93,0.0,-12.6,8.25,0.28,87.9,3.94,-13.46,6.48,56.2,-0.53,5.53,-18.21,15.28,1.44,5.0,28.2,-4.05,0.67,32.82,1.8,9.7,-11.94,1.32,13.55,2.7,5.8,-23.03,1.08,5.98,,11.5,86.2,4.11,0.65,,,-15.5,46.3,33.25,Yes,1.0,29.7,43.3,1.45,22.58,Yes,0.65,Feb 15 AMC,88.8,22.06,2.8,-4.36,-6.48,-13.67,664044.0,-2.3,1450000000000.0,96800000.0,223500000.0,65180000.00000001,64450000.0,459750.0,21.19,28.66,2.52,3.0
IKT,3956,Healthcare,-,,-0.8,21.1,-4.32,,21.8,0.42,-24.86,,-0.17,27.3,0.81,-35.12,10.85,43.3,-2.7,0.58,-34.16,1.72,0.77,-36.0,13.5,-81.42,1.66,0.8,,-40.6,-9.52,,,,-27.9,-83.96,,,16.9,,,15.65,0.12,3.0,16.9,771.7,,43.72,No,0.0,-117.4,,0.2,1.32,Yes,0.0,-,,1.33,2.0,-5.61,-13.29,-47.79,54794.0,0.76,35800000.0,-11000000.0,3300000.0,25140000.0,19800000.0,276110.0,1.15,8.29,7.11,8.24
IKNA,3957,Healthcare,-,,-1.78,0.4,-2.97,,38.6,138.14,-23.32,,-0.5,77.1,6.86,-43.4,31.01,-163.2,0.65,14.64,-14.14,5.67,1.67,-25.1,26.33,,6.95,1.36,,-46.1,-24.48,,,,44.0,-74.82,,,8.2,,,9.86,1.26,33.0,8.2,-59.3,,41.35,No,0.0,23.1,,0.51,10.53,Yes,0.0,-,,9.47,1.6,-9.27,-23.46,-30.76,85830.0,-10.07,334950000.0,-63000000.0,10800000.0,35860000.0,35760000.0,167610.0,8.62,37.61,14.03,11.55
IJS,3958,Financial,-,,,,1.36,,,,-5.33,,,,,-8.38,,,,,-2.31,,,,,7.59,,,,,-3.95,0.86,,,,-10.27,,0.86,,,,9.35,2.28,,,,,46.65,Yes,,,,0.5,101.57,Yes,,-,,100.36,,-0.6,-2.1,-2.97,270032.0,-1.19,,,,,,539850.0,91.78,111.85,1.75,2.5
IMO,3959,Energy,-,71.25,0.61,69.6,0.46,7.24,-1.48,0.0,10.95,10.18,1.58,18.1,2.12,26.13,1.23,-187.8,-3.84,9.39,56.65,23.9,1.81,-1.0,38.95,115.17,2.12,20.41,7.0,-1.8,19.81,0.86,22.76,-31.3,-8.7,-2.83,1.73,1.99,1.1,-3.6,21.8,117.88,1.4,5800.0,1.3,72.0,-1.6,68.52,Yes,0.24,30166.7,-1.2,0.63,43.34,Yes,0.24,Feb 01 BMO,,43.25,2.7,4.03,14.65,32.88,264632.0,-0.21,30180000000000.0,410200000.0,24640000000000.0,700000000.0,184590000.0,417620.0,19.85,44.51,2.94,3.62
